,Target,QID Combination,DiSCO Score
819,DPHY,"('PWGTP', 'RAC1P', 'SEX', 'WGTP')",0.0912
820,DPHY,"('HISP', 'PWGTP', 'RAC1P', 'SEX')",0.0343
821,DPHY,"('DVET', 'PWGTP', 'RAC1P', 'SEX')",0.0075
822,DPHY,"('PINCP_DECILE', 'PWGTP', 'RAC1P', 'SEX')",0.0694
823,DPHY,"('DREM', 'PWGTP', 'RAC1P', 'SEX')",0.0122
824,DPHY,"('DEAR', 'PWGTP', 'RAC1P', 'SEX')",0.0093
825,DPHY,"('NPF', 'PWGTP', 'RAC1P', 'SEX')",0.0565
826,DPHY,"('AGEP', 'PWGTP', 'RAC1P', 'SEX')",0.1086
827,DPHY,"('MSP', 'PWGTP', 'RAC1P', 'SEX')",0.045
828,DPHY,"('EDU', 'PWGTP', 'RAC1P', 'SEX')",0.0718
829,DPHY,"('INDP', 'PWGTP', 'RAC1P', 'SEX')",0.1821
830,DPHY,"('INDP_CAT', 'NOC', 'RAC1P', 'SEX')",0.0452
831,DPHY,"('DEYE', 'INDP_CAT', 'RAC1P', 'SEX')",0.0083
832,DPHY,"('INDP_CAT', 'PUMA', 'RAC1P', 'SEX')",0.1123
833,DPHY,"('INDP_CAT', 'OWN_RENT', 'RAC1P', 'SEX')",0.0205
834,DPHY,"('INDP_CAT', 'RAC1P', 'SEX', 'WGTP')",0.1173
835,DPHY,"('HISP', 'INDP_CAT', 'RAC1P', 'SEX')",0.0199
836,DPHY,"('DVET', 'INDP_CAT', 'RAC1P', 'SEX')",0.0085
837,DPHY,"('INDP_CAT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0812
838,DPHY,"('DREM', 'INDP_CAT', 'RAC1P', 'SEX')",0.0088
839,DPHY,"('DEAR', 'INDP_CAT', 'RAC1P', 'SEX')",0.0087
840,DPHY,"('INDP_CAT', 'NPF', 'RAC1P', 'SEX')",0.0534
841,DPHY,"('AGEP', 'INDP_CAT', 'RAC1P', 'SEX')",0.1185
842,DPHY,"('INDP_CAT', 'MSP', 'RAC1P', 'SEX')",0.0403
843,DPHY,"('EDU', 'INDP_CAT', 'RAC1P', 'SEX')",0.0666
844,DPHY,"('INDP', 'INDP_CAT', 'RAC1P', 'SEX')",0.1136
845,DPHY,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0041
846,DPHY,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0518
847,DPHY,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.0072
848,DPHY,"('NOC', 'RAC1P', 'SEX', 'WGTP')",0.045
849,DPHY,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0164
850,DPHY,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0052
851,DPHY,"('NOC', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0277
852,DPHY,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.0059
853,DPHY,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0068
854,DPHY,"('NOC', 'NPF', 'RAC1P', 'SEX')",0.0248
855,DPHY,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.0516
856,DPHY,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.0202
857,DPHY,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0248
858,DPHY,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.122
859,DPHY,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0084
860,DPHY,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
861,DPHY,"('DEYE', 'RAC1P', 'SEX', 'WGTP')",0.0102
862,DPHY,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0087
863,DPHY,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.002
864,DPHY,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.004
865,DPHY,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.0007
866,DPHY,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0008
867,DPHY,"('DEYE', 'NPF', 'RAC1P', 'SEX')",0.0092
868,DPHY,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0074
869,DPHY,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0032
870,DPHY,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0057
871,DPHY,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.0727
872,DPHY,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0216
873,DPHY,"('PUMA', 'RAC1P', 'SEX', 'WGTP')",0.1178
874,DPHY,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0257
875,DPHY,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0081
876,DPHY,"('PINCP_DECILE', 'PUMA', 'RAC1P', 'SEX')",0.0693
877,DPHY,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.0193
878,DPHY,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0089
879,DPHY,"('NPF', 'PUMA', 'RAC1P', 'SEX')",0.0557
880,DPHY,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.1139
881,DPHY,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.0497
882,DPHY,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.083
883,DPHY,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.1696
884,DPHY,"('OWN_RENT', 'RAC1P', 'SEX', 'WGTP')",0.0305
885,DPHY,"('HISP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0077
886,DPHY,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0032
887,DPHY,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0146
888,DPHY,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0012
889,DPHY,"('DEAR', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
890,DPHY,"('NPF', 'OWN_RENT', 'RAC1P', 'SEX')",0.0157
891,DPHY,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0218
892,DPHY,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0074
893,DPHY,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0146
894,DPHY,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.1005
895,DPHY,"('HISP', 'RAC1P', 'SEX', 'WGTP')",0.0292
896,DPHY,"('DVET', 'RAC1P', 'SEX', 'WGTP')",0.0088
897,DPHY,"('PINCP_DECILE', 'RAC1P', 'SEX', 'WGTP')",0.0668
898,DPHY,"('DREM', 'RAC1P', 'SEX', 'WGTP')",0.0161
899,DPHY,"('DEAR', 'RAC1P', 'SEX', 'WGTP')",0.0138
900,DPHY,"('NPF', 'RAC1P', 'SEX', 'WGTP')",0.0546
901,DPHY,"('AGEP', 'RAC1P', 'SEX', 'WGTP')",0.1031
902,DPHY,"('MSP', 'RAC1P', 'SEX', 'WGTP')",0.049
903,DPHY,"('EDU', 'RAC1P', 'SEX', 'WGTP')",0.074
904,DPHY,"('INDP', 'RAC1P', 'SEX', 'WGTP')",0.1859
905,DPHY,"('DVET', 'HISP', 'RAC1P', 'SEX')",0.0057
906,DPHY,"('HISP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0261
907,DPHY,"('DREM', 'HISP', 'RAC1P', 'SEX')",0.0085
908,DPHY,"('DEAR', 'HISP', 'RAC1P', 'SEX')",0.0044
909,DPHY,"('HISP', 'NPF', 'RAC1P', 'SEX')",0.0208
910,DPHY,"('AGEP', 'HISP', 'RAC1P', 'SEX')",0.0337
911,DPHY,"('HISP', 'MSP', 'RAC1P', 'SEX')",0.0211
912,DPHY,"('EDU', 'HISP', 'RAC1P', 'SEX')",0.0176
913,DPHY,"('HISP', 'INDP', 'RAC1P', 'SEX')",0.082
914,DPHY,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0037
915,DPHY,"('DREM', 'DVET', 'RAC1P', 'SEX')",0.0024
916,DPHY,"('DEAR', 'DVET', 'RAC1P', 'SEX')",0.0025
917,DPHY,"('DVET', 'NPF', 'RAC1P', 'SEX')",0.0094
918,DPHY,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0086
919,DPHY,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0041
920,DPHY,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0055
921,DPHY,"('DVET', 'INDP', 'RAC1P', 'SEX')",0.0719
922,DPHY,"('DREM', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0063
923,DPHY,"('DEAR', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0047
924,DPHY,"('NPF', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0393
925,DPHY,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0627
926,DPHY,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0279
927,DPHY,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0438
928,DPHY,"('INDP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.1727
929,DPHY,"('DEAR', 'DREM', 'RAC1P', 'SEX')",0.0006
930,DPHY,"('DREM', 'NPF', 'RAC1P', 'SEX')",0.0094
931,DPHY,"('AGEP', 'DREM', 'RAC1P', 'SEX')",0.0126
932,DPHY,"('DREM', 'MSP', 'RAC1P', 'SEX')",0.0036
933,DPHY,"('DREM', 'EDU', 'RAC1P', 'SEX')",0.0061
934,DPHY,"('DREM', 'INDP', 'RAC1P', 'SEX')",0.0899
935,DPHY,"('DEAR', 'NPF', 'RAC1P', 'SEX')",0.0107
936,DPHY,"('AGEP', 'DEAR', 'RAC1P', 'SEX')",0.0094
937,DPHY,"('DEAR', 'MSP', 'RAC1P', 'SEX')",0.0034
938,DPHY,"('DEAR', 'EDU', 'RAC1P', 'SEX')",0.0072
939,DPHY,"('DEAR', 'INDP', 'RAC1P', 'SEX')",0.0716
940,DPHY,"('AGEP', 'NPF', 'RAC1P', 'SEX')",0.051
941,DPHY,"('MSP', 'NPF', 'RAC1P', 'SEX')",0.0263
942,DPHY,"('EDU', 'NPF', 'RAC1P', 'SEX')",0.0342
943,DPHY,"('INDP', 'NPF', 'RAC1P', 'SEX')",0.1398
944,DPHY,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0545
945,DPHY,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0622
946,DPHY,"('AGEP', 'INDP', 'RAC1P', 'SEX')",0.1976
947,DPHY,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0287
948,DPHY,"('INDP', 'MSP', 'RAC1P', 'SEX')",0.1253
949,DPHY,"('EDU', 'INDP', 'RAC1P', 'SEX')",0.174
950,INDP_CAT,"('PINCP', 'POVPIP', 'RAC1P', 'SEX')",0.0132
951,INDP_CAT,"('HOUSING_TYPE', 'PINCP', 'RAC1P', 'SEX')",0.0023
952,INDP_CAT,"('PINCP', 'PWGTP', 'RAC1P', 'SEX')",0.0166
953,INDP_CAT,"('DPHY', 'PINCP', 'RAC1P', 'SEX')",0.0031
954,INDP_CAT,"('NOC', 'PINCP', 'RAC1P', 'SEX')",0.0058
955,INDP_CAT,"('DEYE', 'PINCP', 'RAC1P', 'SEX')",0.0018
956,INDP_CAT,"('PINCP', 'PUMA', 'RAC1P', 'SEX')",0.0131
957,INDP_CAT,"('OWN_RENT', 'PINCP', 'RAC1P', 'SEX')",0.0023
958,INDP_CAT,"('PINCP', 'RAC1P', 'SEX', 'WGTP')",0.0141
959,INDP_CAT,"('HISP', 'PINCP', 'RAC1P', 'SEX')",0.0064
960,INDP_CAT,"('DVET', 'PINCP', 'RAC1P', 'SEX')",0.0014
961,INDP_CAT,"('PINCP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0033
962,INDP_CAT,"('DREM', 'PINCP', 'RAC1P', 'SEX')",0.004
963,INDP_CAT,"('DEAR', 'PINCP', 'RAC1P', 'SEX')",0.0018
964,INDP_CAT,"('NPF', 'PINCP', 'RAC1P', 'SEX')",0.0089
965,INDP_CAT,"('AGEP', 'PINCP', 'RAC1P', 'SEX')",0.0202
966,INDP_CAT,"('MSP', 'PINCP', 'RAC1P', 'SEX')",0.0049
967,INDP_CAT,"('EDU', 'PINCP', 'RAC1P', 'SEX')",0.0105
968,INDP_CAT,"('INDP', 'PINCP', 'RAC1P', 'SEX')",0.0164
969,INDP_CAT,"('HOUSING_TYPE', 'POVPIP', 'RAC1P', 'SEX')",0.0045
970,INDP_CAT,"('POVPIP', 'PWGTP', 'RAC1P', 'SEX')",0.0071
971,INDP_CAT,"('DPHY', 'POVPIP', 'RAC1P', 'SEX')",0.002
972,INDP_CAT,"('NOC', 'POVPIP', 'RAC1P', 'SEX')",0.0041
973,INDP_CAT,"('DEYE', 'POVPIP', 'RAC1P', 'SEX')",0.0004
974,INDP_CAT,"('POVPIP', 'PUMA', 'RAC1P', 'SEX')",0.0081
975,INDP_CAT,"('OWN_RENT', 'POVPIP', 'RAC1P', 'SEX')",0.0011
976,INDP_CAT,"('POVPIP', 'RAC1P', 'SEX', 'WGTP')",0.0073
977,INDP_CAT,"('HISP', 'POVPIP', 'RAC1P', 'SEX')",0.0035
978,INDP_CAT,"('DVET', 'POVPIP', 'RAC1P', 'SEX')",0.0001
979,INDP_CAT,"('PINCP_DECILE', 'POVPIP', 'RAC1P', 'SEX')",0.0061
980,INDP_CAT,"('DREM', 'POVPIP', 'RAC1P', 'SEX')",0.0037
981,INDP_CAT,"('DEAR', 'POVPIP', 'RAC1P', 'SEX')",0.0012
982,INDP_CAT,"('NPF', 'POVPIP', 'RAC1P', 'SEX')",0.0053
983,INDP_CAT,"('AGEP', 'POVPIP', 'RAC1P', 'SEX')",0.0079
984,INDP_CAT,"('MSP', 'POVPIP', 'RAC1P', 'SEX')",0.0034
985,INDP_CAT,"('EDU', 'POVPIP', 'RAC1P', 'SEX')",0.0056
986,INDP_CAT,"('INDP', 'POVPIP', 'RAC1P', 'SEX')",0.0122
987,INDP_CAT,"('HOUSING_TYPE', 'PWGTP', 'RAC1P', 'SEX')",0.0012
988,INDP_CAT,"('DPHY', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0002
989,INDP_CAT,"('HOUSING_TYPE', 'NOC', 'RAC1P', 'SEX')",0.0004
990,INDP_CAT,"('DEYE', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0002
991,INDP_CAT,"('HOUSING_TYPE', 'PUMA', 'RAC1P', 'SEX')",0.0026
992,INDP_CAT,"('HOUSING_TYPE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0043
993,INDP_CAT,"('HOUSING_TYPE', 'RAC1P', 'SEX', 'WGTP')",0.001
994,INDP_CAT,"('HISP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0006
995,INDP_CAT,"('DVET', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0004
996,INDP_CAT,"('HOUSING_TYPE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0015
997,INDP_CAT,"('DREM', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.002
998,INDP_CAT,"('DEAR', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0002
999,INDP_CAT,"('HOUSING_TYPE', 'NPF', 'RAC1P', 'SEX')",0.0003
1000,INDP_CAT,"('AGEP', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0013
1001,INDP_CAT,"('HOUSING_TYPE', 'MSP', 'RAC1P', 'SEX')",0.0003
1002,INDP_CAT,"('EDU', 'HOUSING_TYPE', 'RAC1P', 'SEX')",0.0004
1003,INDP_CAT,"('HOUSING_TYPE', 'INDP', 'RAC1P', 'SEX')",0.0045
1004,INDP_CAT,"('DPHY', 'PWGTP', 'RAC1P', 'SEX')",0.0053
1005,INDP_CAT,"('NOC', 'PWGTP', 'RAC1P', 'SEX')",0.004
1006,INDP_CAT,"('DEYE', 'PWGTP', 'RAC1P', 'SEX')",0.0004
1007,INDP_CAT,"('PUMA', 'PWGTP', 'RAC1P', 'SEX')",0.0112
1008,INDP_CAT,"('OWN_RENT', 'PWGTP', 'RAC1P', 'SEX')",0.0017
1009,INDP_CAT,"('PWGTP', 'RAC1P', 'SEX', 'WGTP')",0.0102
1010,INDP_CAT,"('HISP', 'PWGTP', 'RAC1P', 'SEX')",0.0034
1011,INDP_CAT,"('DVET', 'PWGTP', 'RAC1P', 'SEX')",0.0001
1012,INDP_CAT,"('PINCP_DECILE', 'PWGTP', 'RAC1P', 'SEX')",0.0105
1013,INDP_CAT,"('DREM', 'PWGTP', 'RAC1P', 'SEX')",0.0033
1014,INDP_CAT,"('DEAR', 'PWGTP', 'RAC1P', 'SEX')",0.0008
1015,INDP_CAT,"('NPF', 'PWGTP', 'RAC1P', 'SEX')",0.0051
1016,INDP_CAT,"('AGEP', 'PWGTP', 'RAC1P', 'SEX')",0.0097
1017,INDP_CAT,"('MSP', 'PWGTP', 'RAC1P', 'SEX')",0.005
1018,INDP_CAT,"('EDU', 'PWGTP', 'RAC1P', 'SEX')",0.0078
1019,INDP_CAT,"('INDP', 'PWGTP', 'RAC1P', 'SEX')",0.0251
1020,INDP_CAT,"('DPHY', 'NOC', 'RAC1P', 'SEX')",0.0013
1021,INDP_CAT,"('DEYE', 'DPHY', 'RAC1P', 'SEX')",0.0017
1022,INDP_CAT,"('DPHY', 'PUMA', 'RAC1P', 'SEX')",0.0041
1023,INDP_CAT,"('DPHY', 'OWN_RENT', 'RAC1P', 'SEX')",0.0011
1024,INDP_CAT,"('DPHY', 'RAC1P', 'SEX', 'WGTP')",0.0036
1025,INDP_CAT,"('DPHY', 'HISP', 'RAC1P', 'SEX')",0.0015
1026,INDP_CAT,"('DPHY', 'DVET', 'RAC1P', 'SEX')",0.0004
1027,INDP_CAT,"('DPHY', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0042
1028,INDP_CAT,"('DPHY', 'DREM', 'RAC1P', 'SEX')",0.0
1029,INDP_CAT,"('DEAR', 'DPHY', 'RAC1P', 'SEX')",0.0
1030,INDP_CAT,"('DPHY', 'NPF', 'RAC1P', 'SEX')",0.0027
1031,INDP_CAT,"('AGEP', 'DPHY', 'RAC1P', 'SEX')",0.0037
1032,INDP_CAT,"('DPHY', 'MSP', 'RAC1P', 'SEX')",0.0011
1033,INDP_CAT,"('DPHY', 'EDU', 'RAC1P', 'SEX')",0.0023
1034,INDP_CAT,"('DPHY', 'INDP', 'RAC1P', 'SEX')",0.0085
1035,INDP_CAT,"('DEYE', 'NOC', 'RAC1P', 'SEX')",0.0002
1036,INDP_CAT,"('NOC', 'PUMA', 'RAC1P', 'SEX')",0.0058
1037,INDP_CAT,"('NOC', 'OWN_RENT', 'RAC1P', 'SEX')",0.0008
1038,INDP_CAT,"('NOC', 'RAC1P', 'SEX', 'WGTP')",0.0048
1039,INDP_CAT,"('HISP', 'NOC', 'RAC1P', 'SEX')",0.0018
1040,INDP_CAT,"('DVET', 'NOC', 'RAC1P', 'SEX')",0.0006
1041,INDP_CAT,"('NOC', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0019
1042,INDP_CAT,"('DREM', 'NOC', 'RAC1P', 'SEX')",0.0012
1043,INDP_CAT,"('DEAR', 'NOC', 'RAC1P', 'SEX')",0.0003
1044,INDP_CAT,"('NOC', 'NPF', 'RAC1P', 'SEX')",0.0036
1045,INDP_CAT,"('AGEP', 'NOC', 'RAC1P', 'SEX')",0.007
1046,INDP_CAT,"('MSP', 'NOC', 'RAC1P', 'SEX')",0.003
1047,INDP_CAT,"('EDU', 'NOC', 'RAC1P', 'SEX')",0.0036
1048,INDP_CAT,"('INDP', 'NOC', 'RAC1P', 'SEX')",0.0116
1049,INDP_CAT,"('DEYE', 'PUMA', 'RAC1P', 'SEX')",0.0004
1050,INDP_CAT,"('DEYE', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
1051,INDP_CAT,"('DEYE', 'RAC1P', 'SEX', 'WGTP')",0.0007
1052,INDP_CAT,"('DEYE', 'HISP', 'RAC1P', 'SEX')",0.0004
1053,INDP_CAT,"('DEYE', 'DVET', 'RAC1P', 'SEX')",0.0001
1054,INDP_CAT,"('DEYE', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0003
1055,INDP_CAT,"('DEYE', 'DREM', 'RAC1P', 'SEX')",0.002
1056,INDP_CAT,"('DEAR', 'DEYE', 'RAC1P', 'SEX')",0.0
1057,INDP_CAT,"('DEYE', 'NPF', 'RAC1P', 'SEX')",0.0004
1058,INDP_CAT,"('AGEP', 'DEYE', 'RAC1P', 'SEX')",0.0004
1059,INDP_CAT,"('DEYE', 'MSP', 'RAC1P', 'SEX')",0.0004
1060,INDP_CAT,"('DEYE', 'EDU', 'RAC1P', 'SEX')",0.0001
1061,INDP_CAT,"('DEYE', 'INDP', 'RAC1P', 'SEX')",0.0021
1062,INDP_CAT,"('OWN_RENT', 'PUMA', 'RAC1P', 'SEX')",0.0006
1063,INDP_CAT,"('PUMA', 'RAC1P', 'SEX', 'WGTP')",0.0089
1064,INDP_CAT,"('HISP', 'PUMA', 'RAC1P', 'SEX')",0.0034
1065,INDP_CAT,"('DVET', 'PUMA', 'RAC1P', 'SEX')",0.0
1066,INDP_CAT,"('PINCP_DECILE', 'PUMA', 'RAC1P', 'SEX')",0.0103
1067,INDP_CAT,"('DREM', 'PUMA', 'RAC1P', 'SEX')",0.002
1068,INDP_CAT,"('DEAR', 'PUMA', 'RAC1P', 'SEX')",0.0002
1069,INDP_CAT,"('NPF', 'PUMA', 'RAC1P', 'SEX')",0.0066
1070,INDP_CAT,"('AGEP', 'PUMA', 'RAC1P', 'SEX')",0.0088
1071,INDP_CAT,"('MSP', 'PUMA', 'RAC1P', 'SEX')",0.0052
1072,INDP_CAT,"('EDU', 'PUMA', 'RAC1P', 'SEX')",0.0073
1073,INDP_CAT,"('INDP', 'PUMA', 'RAC1P', 'SEX')",0.0157
1074,INDP_CAT,"('OWN_RENT', 'RAC1P', 'SEX', 'WGTP')",0.0017
1075,INDP_CAT,"('HISP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0003
1076,INDP_CAT,"('DVET', 'OWN_RENT', 'RAC1P', 'SEX')",0.0002
1077,INDP_CAT,"('OWN_RENT', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0004
1078,INDP_CAT,"('DREM', 'OWN_RENT', 'RAC1P', 'SEX')",0.0024
1079,INDP_CAT,"('DEAR', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
1080,INDP_CAT,"('NPF', 'OWN_RENT', 'RAC1P', 'SEX')",0.0015
1081,INDP_CAT,"('AGEP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0026
1082,INDP_CAT,"('MSP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0
1083,INDP_CAT,"('EDU', 'OWN_RENT', 'RAC1P', 'SEX')",0.0006
1084,INDP_CAT,"('INDP', 'OWN_RENT', 'RAC1P', 'SEX')",0.0025
1085,INDP_CAT,"('HISP', 'RAC1P', 'SEX', 'WGTP')",0.0029
1086,INDP_CAT,"('DVET', 'RAC1P', 'SEX', 'WGTP')",0.0004
1087,INDP_CAT,"('PINCP_DECILE', 'RAC1P', 'SEX', 'WGTP')",0.0069
1088,INDP_CAT,"('DREM', 'RAC1P', 'SEX', 'WGTP')",0.0026
1089,INDP_CAT,"('DEAR', 'RAC1P', 'SEX', 'WGTP')",0.0005
1090,INDP_CAT,"('NPF', 'RAC1P', 'SEX', 'WGTP')",0.0057
1091,INDP_CAT,"('AGEP', 'RAC1P', 'SEX', 'WGTP')",0.0098
1092,INDP_CAT,"('MSP', 'RAC1P', 'SEX', 'WGTP')",0.0055
1093,INDP_CAT,"('EDU', 'RAC1P', 'SEX', 'WGTP')",0.0088
1094,INDP_CAT,"('INDP', 'RAC1P', 'SEX', 'WGTP')",0.02
1095,INDP_CAT,"('DVET', 'HISP', 'RAC1P', 'SEX')",0.0008
1096,INDP_CAT,"('HISP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.003
1097,INDP_CAT,"('DREM', 'HISP', 'RAC1P', 'SEX')",0.0021
1098,INDP_CAT,"('DEAR', 'HISP', 'RAC1P', 'SEX')",0.0005
1099,INDP_CAT,"('HISP', 'NPF', 'RAC1P', 'SEX')",0.0021
1100,INDP_CAT,"('AGEP', 'HISP', 'RAC1P', 'SEX')",0.0047
1101,INDP_CAT,"('HISP', 'MSP', 'RAC1P', 'SEX')",0.0029
1102,INDP_CAT,"('EDU', 'HISP', 'RAC1P', 'SEX')",0.003
1103,INDP_CAT,"('HISP', 'INDP', 'RAC1P', 'SEX')",0.0049
1104,INDP_CAT,"('DVET', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0001
1105,INDP_CAT,"('DREM', 'DVET', 'RAC1P', 'SEX')",0.0019
1106,INDP_CAT,"('DEAR', 'DVET', 'RAC1P', 'SEX')",0.0003
1107,INDP_CAT,"('DVET', 'NPF', 'RAC1P', 'SEX')",0.0003
1108,INDP_CAT,"('AGEP', 'DVET', 'RAC1P', 'SEX')",0.0004
1109,INDP_CAT,"('DVET', 'MSP', 'RAC1P', 'SEX')",0.0002
1110,INDP_CAT,"('DVET', 'EDU', 'RAC1P', 'SEX')",0.0
1111,INDP_CAT,"('DVET', 'INDP', 'RAC1P', 'SEX')",0.0019
1112,INDP_CAT,"('DREM', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0022
1113,INDP_CAT,"('DEAR', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0006
1114,INDP_CAT,"('NPF', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0051
1115,INDP_CAT,"('AGEP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0123
1116,INDP_CAT,"('MSP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0061
1117,INDP_CAT,"('EDU', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0054
1118,INDP_CAT,"('INDP', 'PINCP_DECILE', 'RAC1P', 'SEX')",0.0074
1119,INDP_CAT,"('DEAR', 'DREM', 'RAC1P', 'SEX')",0.0019
1120,INDP_CAT,"('DREM', 'NPF', 'RAC1P', 'SEX')",0.0021
1121,INDP_CAT,"('AGEP', 'DREM', 'RAC1P', 'SEX')",0.0017
1122,INDP_CAT,"('DREM', 'MSP', 'RAC1P', 'SEX')",0.0027
1123,INDP_CAT,"('DREM', 'EDU', 'RAC1P', 'SEX')",0.0113
1124,INDP_CAT,"('DREM', 'INDP', 'RAC1P', 'SEX')",0.0068
1125,INDP_CAT,"('DEAR', 'NPF', 'RAC1P', 'SEX')",0.0005
1126,INDP_CAT,"('AGEP', 'DEAR', 'RAC1P', 'SEX')",0.0021
1127,INDP_CAT,"('DEAR', 'MSP', 'RAC1P', 'SEX')",0.0003
1128,INDP_CAT,"('DEAR', 'EDU', 'RAC1P', 'SEX')",0.0003
1129,INDP_CAT,"('DEAR', 'INDP', 'RAC1P', 'SEX')",0.0023
1130,INDP_CAT,"('AGEP', 'NPF', 'RAC1P', 'SEX')",0.007
1131,INDP_CAT,"('MSP', 'NPF', 'RAC1P', 'SEX')",0.0023
1132,INDP_CAT,"('EDU', 'NPF', 'RAC1P', 'SEX')",0.0042
1133,INDP_CAT,"('INDP', 'NPF', 'RAC1P', 'SEX')",0.0098
1134,INDP_CAT,"('AGEP', 'MSP', 'RAC1P', 'SEX')",0.0035
1135,INDP_CAT,"('AGEP', 'EDU', 'RAC1P', 'SEX')",0.0063
1136,INDP_CAT,"('AGEP', 'INDP', 'RAC1P', 'SEX')",0.0284
1137,INDP_CAT,"('EDU', 'MSP', 'RAC1P', 'SEX')",0.0041
