,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
472,64,2,2,2,2,N,9,0,1,8590,14,4,0,N,1,85000.0,7,501,24-01004,1,2,69,1,2,1,2,N,1,8564,0,N,12500.0,2,102,46.15384615384615
473,43,2,2,2,2,N,10,0,1,7380,10,1,2,4,1,150520.0,9,501,29-01901,2,1,57,2,2,2,2,N,1,7780,0,2,180000.0,9,501,61.53846153846154
474,63,2,2,2,2,N,4,0,1,8170,12,5,0,2,2,15700.0,3,147,36-04010,2,2,49,2,2,2,2,N,1,8170,0,3,34200.0,5,167,61.53846153846154
475,76,2,2,1,2,N,5,0,1,N,N,6,0,3,2,10000.0,2,501,51-51255,1,2,67,2,2,2,2,N,1,N,0,N,11400.0,2,94,61.53846153846154
476,29,2,2,2,2,N,9,0,1,7380,10,1,0,2,2,205000.0,9,501,51-51255,2,1,42,2,2,2,2,N,1,7680,2,4,40000.0,5,501,53.84615384615385
477,16,2,2,2,2,N,4,1,2,N,N,6,N,N,0,0.0,0,N,08-00803,1,1,16,2,2,2,2,N,2,N,N,N,0.0,0,N,100.0
478,62,2,2,2,2,N,5,0,1,7071,9,6,0,2,2,28800.0,5,297,01-01301,2,1,27,2,2,2,2,N,1,6991,0,2,17000.0,4,371,61.53846153846154
479,24,2,2,2,2,N,7,0,1,N,N,2,2,3,1,0.0,0,390,19-01700,1,2,81,2,2,2,2,N,1,N,0,N,35300.0,5,288,53.84615384615385
480,60,2,2,2,2,N,9,0,1,7860,11,5,0,2,2,28100.0,4,207,36-03710,2,2,54,2,2,2,2,N,1,7860,0,2,0.0,0,80,69.23076923076923
481,4,2,2,N,N,N,2,0,1,N,N,N,0,6,1,N,N,324,51-01301,9,2,4,2,2,N,N,N,1,N,2,5,N,N,501,76.92307692307693
482,58,2,2,2,2,N,9,0,1,7870,11,1,0,2,1,80000.0,9,501,01-01301,2,1,55,2,2,2,2,N,1,7870,0,2,32000.0,6,501,76.92307692307693
483,63,1,1,1,2,N,7,0,1,7860,11,6,0,N,2,14600.0,3,107,32-00405,1,2,19,2,2,2,2,N,1,7860,0,5,13300.0,3,501,46.15384615384615
484,65,2,2,2,2,N,5,0,1,9370,16,5,0,N,2,34000.0,5,244,17-03529,2,1,66,2,2,1,2,5,1,9570,0,N,105900.0,9,501,46.15384615384615
485,48,2,2,2,2,N,11,0,1,7290,10,1,0,2,2,100000.0,8,501,06-07502,6,2,37,2,2,2,2,N,1,7390,1,3,0.0,0,501,53.84615384615385
486,19,2,2,2,2,N,7,4,3,N,N,6,N,N,0,0.0,0,N,17-03529,1,1,19,2,2,2,2,N,3,N,N,N,0.0,0,N,100.0
487,50,2,2,2,2,N,5,0,1,8680,14,4,0,3,1,18000.0,4,331,40-00200,3,2,27,2,1,2,2,N,1,8590,0,6,2300.0,1,261,46.15384615384615
488,86,1,2,1,2,N,8,0,1,N,N,3,0,2,1,16400.0,3,123,06-08507,1,2,94,2,1,2,2,N,1,N,0,N,16300.0,3,134,46.15384615384615
489,50,1,2,2,2,N,5,0,1,2670,4,5,0,N,2,40000.0,6,305,17-03529,2,1,64,2,2,2,2,N,1,2670,0,N,12000.0,2,91,61.53846153846154
490,29,2,2,2,2,N,9,0,1,5391,6,6,0,5,1,43800.0,6,245,13-04600,9,1,29,2,2,2,2,N,1,5170,0,N,39000.0,6,297,69.23076923076923
491,60,2,2,2,2,N,5,0,1,8270,12,1,0,5,1,35000.0,5,199,36-04010,9,2,61,2,2,1,2,N,1,8170,0,4,24500.0,4,177,46.15384615384615
492,80,2,1,2,2,N,9,0,1,N,N,1,0,2,1,3600.0,1,501,51-01301,6,1,80,2,2,2,2,N,1,N,1,5,0.0,0,501,61.53846153846154
493,65,2,2,2,2,N,8,0,1,6890,9,1,0,7,1,39000.0,6,501,30-00600,3,2,65,2,2,2,2,N,1,6890,0,5,32000.0,5,167,69.23076923076923
494,34,2,2,2,2,N,8,0,1,8561,14,1,0,2,1,38500.0,5,501,08-00803,1,2,34,2,2,2,2,N,1,8561,0,2,20000.0,3,458,76.92307692307693
495,68,2,2,1,2,N,7,0,1,8770,15,4,0,N,1,13800.0,2,113,38-00100,1,1,41,2,2,2,2,N,1,8870,0,N,115000.0,9,501,53.84615384615385
496,45,2,2,2,2,N,8,0,1,9470,16,1,3,6,2,31300.0,5,230,36-04010,2,2,78,1,1,2,2,N,1,9480,2,8,60320.0,7,501,30.76923076923077
497,61,2,2,2,2,N,7,0,1,8980,15,4,0,N,1,72000.0,7,501,51-51255,1,2,67,2,2,2,2,N,1,8980,0,N,23210.0,4,190,69.23076923076923
498,25,2,2,2,2,N,4,0,3,N,N,6,N,N,0,0.0,0,0,36-04010,2,2,52,2,2,2,1,N,2,N,N,N,4300.0,1,N,53.84615384615385
499,9,2,2,2,2,N,3,0,1,N,N,N,2,5,2,N,N,501,24-01004,9,2,9,2,2,2,2,N,1,N,3,5,N,N,501,92.3076923076923
500,34,2,2,2,2,N,7,0,1,7380,10,1,1,3,1,120000.0,9,501,06-08507,1,1,36,2,2,2,2,N,1,7380,1,3,135000.0,9,501,84.61538461538461
501,80,2,2,2,2,N,1,0,1,N,N,4,0,3,1,15600.0,3,501,17-03529,2,1,80,2,2,1,2,N,1,N,0,4,29400.0,4,241,61.53846153846154
502,47,2,2,2,2,N,9,0,1,7071,9,1,0,2,2,73000.0,7,501,08-00803,6,2,30,2,2,2,2,N,1,7071,0,2,175000.0,9,501,76.92307692307693
503,37,2,2,2,2,N,10,0,1,7870,11,1,1,3,2,70000.0,8,501,17-03529,1,2,33,2,2,2,2,N,1,7870,0,2,28000.0,4,398,53.84615384615385
504,5,2,2,2,2,N,2,4,1,N,N,N,1,3,2,N,N,501,24-01004,1,1,4,2,2,N,N,N,1,N,3,5,N,N,501,61.53846153846154
505,50,2,2,2,2,N,10,0,1,9590,16,4,0,N,2,135000.0,9,501,24-01004,1,1,39,2,2,2,2,N,1,9590,2,3,140000.0,9,501,69.23076923076923
506,33,2,2,2,2,N,7,0,2,9470,16,6,N,N,0,16900.0,3,N,36-03710,2,1,32,2,2,2,2,N,2,9470,N,N,12000.0,3,N,84.61538461538461
507,46,2,2,2,2,N,9,0,1,8680,14,6,0,3,1,54800.0,7,363,32-00405,1,2,26,2,2,2,2,N,1,8590,0,3,24000.0,4,118,61.53846153846154
508,79,2,2,2,2,N,10,0,1,N,N,6,0,N,1,70000.0,8,501,26-02702,1,2,80,2,2,2,2,N,1,N,0,N,126800.0,9,501,76.92307692307693
509,5,2,2,2,2,N,2,0,1,N,N,N,1,3,1,N,N,501,06-07502,6,1,5,2,2,2,2,N,1,N,1,2,N,N,392,84.61538461538461
510,35,2,2,2,2,N,8,0,1,5391,6,6,0,N,2,18000.0,3,121,36-04010,2,1,23,2,1,2,2,N,1,5593,1,4,12600.0,3,501,46.15384615384615
511,82,2,2,1,2,N,5,0,1,N,N,2,0,N,1,18000.0,4,147,28-01100,2,2,58,2,2,2,2,N,1,N,0,2,0.0,0,157,53.84615384615385
512,49,2,2,2,2,N,9,0,1,7860,11,1,1,7,1,12000.0,3,58,36-04010,2,1,49,2,2,2,2,N,1,7860,2,4,12000.0,3,497,76.92307692307693
513,33,2,2,2,2,N,8,0,1,8590,14,6,0,N,2,66000.0,7,501,17-03529,2,1,24,2,2,2,2,N,1,8680,0,N,25000.0,4,190,61.53846153846154
514,93,2,2,1,2,N,8,0,1,N,N,3,0,N,2,17100.0,3,145,08-00803,1,1,93,1,1,2,2,N,1,N,0,N,17100.0,3,140,69.23076923076923
515,67,2,2,2,2,N,10,1,1,5370,6,1,0,2,1,65000.0,6,501,24-01004,1,1,67,2,2,2,2,N,1,4670,0,2,18800.0,3,501,76.92307692307693
516,77,2,2,2,2,N,6,0,1,N,N,4,0,2,2,11600.0,3,362,01-01301,2,2,74,1,1,1,1,N,1,N,0,N,27400.0,5,224,30.76923076923077
517,18,2,2,2,2,N,7,0,1,6170,7,6,0,3,1,14800.0,3,439,30-00600,1,1,36,2,2,2,2,3,1,6170,0,N,75000.0,8,501,53.84615384615385
518,7,2,2,2,2,N,3,0,1,N,N,N,3,4,2,N,N,116,36-04010,1,2,14,2,2,2,2,N,1,N,2,4,N,N,501,76.92307692307693
519,54,2,2,2,2,N,5,0,1,8270,12,1,0,3,1,0.0,0,261,13-04600,2,2,62,2,2,2,2,N,1,8270,0,3,0.0,0,2,84.61538461538461
520,20,2,2,2,2,N,7,1,3,N,N,6,N,N,0,0.0,0,N,08-00803,1,1,23,2,2,2,2,N,3,N,N,N,0.0,0,N,92.3076923076923
521,67,2,2,2,2,N,6,0,1,N,N,4,0,N,1,48000.0,7,393,40-00200,1,1,70,1,2,2,2,N,1,N,0,N,27600.0,5,226,61.53846153846154
522,57,2,2,2,2,N,6,0,1,8191,12,5,0,2,1,83400.0,8,501,38-00100,1,2,26,2,2,2,2,N,1,8191,0,5,12500.0,2,501,69.23076923076923
523,29,2,2,2,2,N,10,0,1,7870,11,6,0,N,2,73380.0,8,501,17-03529,6,1,30,2,2,2,2,N,1,7870,0,N,32000.0,5,241,69.23076923076923
524,77,2,2,2,1,N,3,0,1,N,N,4,0,N,2,6500.0,2,52,29-01901,2,2,77,2,1,1,2,N,1,N,0,N,15600.0,3,129,53.84615384615385
525,60,2,2,2,2,N,10,0,1,7590,10,1,0,3,1,87010.0,8,501,17-03529,2,2,37,2,2,2,2,N,1,7460,3,5,0.0,0,329,46.15384615384615
526,53,2,2,2,2,N,12,0,1,7980,12,4,0,N,1,72450.0,8,501,30-00600,1,2,57,2,2,2,2,N,1,8090,0,N,19000.0,4,144,61.53846153846154
527,30,2,2,2,2,N,9,0,1,8180,12,6,0,2,1,40000.0,6,420,17-03529,2,2,44,2,2,2,2,N,1,8191,1,2,96000.0,8,501,53.84615384615385
528,29,2,2,2,1,N,7,0,1,7072,9,6,0,N,2,68100.0,7,501,06-07502,1,2,45,2,2,2,2,N,1,6970,0,N,573900.0,9,501,61.53846153846154
529,44,2,2,2,2,N,12,0,1,7380,10,1,2,4,2,111900.0,8,440,06-08507,6,1,46,2,2,2,2,N,1,7380,1,4,180000.0,9,501,61.53846153846154
530,52,2,2,2,2,N,5,0,1,8680,14,5,0,3,2,16300.0,3,133,13-04600,2,1,52,2,2,1,2,N,1,8680,0,N,190.0,1,1,61.53846153846154
531,73,2,2,2,2,N,8,0,1,N,N,6,0,N,2,7200.0,1,59,08-00803,1,1,43,2,2,2,2,N,1,N,0,2,19440.0,3,124,61.53846153846154
532,37,2,2,2,2,N,10,0,1,7870,11,1,2,4,2,8000.0,2,279,32-00405,1,1,49,2,2,2,2,N,1,7870,1,3,97000.0,9,501,53.84615384615385
533,23,2,2,2,2,N,9,0,1,7280,10,6,0,5,1,2400.0,1,501,24-01004,2,2,21,2,2,2,2,N,1,7290,1,11,12000.0,2,501,53.84615384615385
534,16,2,2,2,2,N,4,0,1,N,N,6,1,3,2,0.0,0,122,30-00600,1,1,17,2,2,2,2,N,1,N,7,9,0.0,0,118,69.23076923076923
535,61,2,2,2,2,N,1,1,1,N,N,1,0,4,2,8500.0,2,405,36-03710,8,2,55,2,2,1,2,N,1,N,0,4,0.0,0,405,69.23076923076923
536,26,2,2,2,2,N,8,0,1,8590,14,6,0,N,1,87000.0,7,501,24-01004,1,1,27,2,2,2,2,N,1,8590,0,N,60000.0,6,456,69.23076923076923
537,17,2,2,2,2,N,4,0,1,4971,6,6,4,6,1,0.0,0,501,06-08507,1,1,17,2,2,2,2,N,1,4971,2,4,1500.0,1,501,69.23076923076923
538,54,2,2,2,2,N,5,0,1,7590,10,5,0,6,2,19500.0,3,136,17-03529,2,1,68,2,2,2,2,N,1,7680,0,N,55400.0,7,454,53.84615384615385
539,62,2,2,1,1,N,7,0,1,9390,16,6,0,7,2,14100.0,3,71,13-04600,2,1,64,2,2,2,2,N,1,9390,0,4,1450.0,1,53,46.15384615384615
540,36,2,2,2,2,N,7,0,1,7680,10,6,0,N,2,23000.0,4,175,19-01700,1,1,27,2,2,2,2,N,1,7390,0,N,45000.0,6,341,61.53846153846154
541,4,2,2,N,N,N,2,1,1,N,N,N,5,8,2,N,N,182,19-01700,1,2,5,2,1,2,2,N,1,N,1,4,N,N,263,46.15384615384615
542,64,2,2,2,2,N,8,0,1,8191,12,3,0,3,1,83400.0,8,501,36-04010,2,2,64,2,2,2,2,N,1,8191,0,3,125000.0,9,501,84.61538461538461
543,21,2,2,2,2,N,5,0,1,7790,10,6,0,4,1,7000.0,2,501,36-04010,2,1,27,2,2,2,2,N,1,7780,0,2,32200.0,5,428,53.84615384615385
544,20,2,2,2,2,N,4,0,1,8680,14,6,0,N,2,5000.0,2,39,40-00200,9,2,18,2,2,2,2,N,1,8680,0,3,3500.0,1,226,61.53846153846154
545,28,2,2,2,2,N,9,0,1,770,3,6,0,N,1,22000.0,4,168,17-03529,1,1,51,2,2,2,2,N,1,770,0,N,600.0,1,4,69.23076923076923
546,34,2,2,2,2,N,9,0,1,6991,9,1,3,5,1,112000.0,9,501,40-00200,1,2,59,2,2,2,2,5,1,6870,0,2,90000.0,9,501,53.84615384615385
547,46,2,2,2,2,N,10,0,1,4170,5,1,3,7,1,150000.0,9,501,06-08507,6,2,43,2,2,2,2,N,1,4380,2,4,375280.0,9,501,61.53846153846154
548,39,2,2,2,2,N,7,0,1,4870,6,1,2,4,1,371000.0,9,501,40-00200,3,1,41,2,2,2,2,N,1,4870,2,4,371000.0,9,501,92.3076923076923
549,51,2,2,2,2,N,9,0,1,6480,8,6,0,3,1,40000.0,5,501,36-04010,2,1,58,2,2,2,2,N,1,6670,0,N,29000.0,4,220,53.84615384615385
550,27,2,2,2,2,N,7,0,1,8290,12,1,2,4,1,38200.0,6,273,40-00200,1,1,57,2,2,2,2,N,1,8270,0,3,27900.0,5,145,46.15384615384615
551,65,2,2,2,2,N,4,0,1,3390,4,4,0,N,1,49000.0,6,403,38-00100,1,1,60,1,2,2,2,N,1,2690,0,N,62700.0,7,473,53.84615384615385
552,30,2,2,2,2,N,8,0,1,4770,6,6,0,N,1,70000.0,8,501,13-04600,2,2,26,2,1,2,2,N,1,4690,0,N,45000.0,6,343,53.84615384615385
553,41,2,2,2,2,N,9,0,1,9370,16,1,2,5,1,41000.0,5,207,08-00803,1,2,58,2,2,2,2,N,1,9370,0,3,72000.0,7,501,53.84615384615385
554,90,2,2,1,1,N,7,4,1,N,N,1,0,3,1,11000.0,3,345,06-08507,1,2,94,1,2,2,2,N,1,N,0,2,10000.0,2,501,38.46153846153847
555,66,2,2,2,2,N,7,0,1,5593,6,1,0,3,1,36300.0,5,262,08-00803,7,1,66,2,1,2,2,N,1,5593,0,2,56200.0,6,466,61.53846153846154
556,40,2,2,2,2,N,9,0,1,6670,8,1,0,4,1,285000.0,9,501,36-04010,2,1,39,2,2,2,2,N,1,6670,2,4,230000.0,9,501,76.92307692307693
557,57,2,2,2,2,N,5,0,1,7680,10,6,0,N,1,48000.0,7,367,28-01100,1,1,19,2,2,2,2,N,1,7380,0,N,6000.0,2,45,61.53846153846154
558,57,2,2,2,2,N,9,0,1,8170,12,4,0,N,1,25700.0,4,196,38-00100,1,2,45,2,2,2,1,N,1,8270,1,2,53820.0,7,312,38.46153846153847
559,57,2,2,2,2,N,8,0,1,7690,10,1,0,3,1,30000.0,5,185,13-04600,2,1,39,2,2,2,2,N,1,7780,2,5,35000.0,6,299,46.15384615384615
560,50,2,2,2,2,N,5,0,1,770,3,1,3,5,1,45000.0,6,291,36-04010,2,1,27,2,2,2,2,N,1,770,0,5,60000.0,7,501,61.53846153846154
561,87,2,2,2,2,5,7,0,1,N,N,3,0,N,1,58800.0,7,484,51-01301,1,2,87,2,2,2,2,N,1,N,0,N,60600.0,7,497,76.92307692307693
562,73,2,2,1,2,N,5,0,1,9290,15,4,0,N,1,18900.0,3,158,24-01004,1,2,73,2,2,1,2,N,1,9290,0,N,800.0,1,6,76.92307692307693
563,37,2,2,2,2,N,5,0,1,N,N,4,1,3,1,0.0,0,40,38-00100,3,1,55,2,2,2,2,N,1,N,0,N,6000.0,1,45,53.84615384615385
564,39,2,2,2,2,N,10,0,1,8680,14,1,1,3,2,140000.0,9,501,24-01004,1,2,35,2,2,2,2,N,1,8680,0,2,9600.0,2,481,53.84615384615385
565,55,2,2,2,2,N,4,0,1,8191,12,1,0,2,1,11700.0,3,134,40-00200,1,2,48,2,2,2,2,N,1,8170,3,5,4800.0,2,193,46.15384615384615
566,30,2,2,2,2,N,10,0,1,N,N,6,0,2,2,223000.0,9,501,08-00803,6,1,30,2,2,2,2,N,1,N,1,2,0.0,0,0,69.23076923076923
567,43,2,2,2,2,N,4,1,1,3490,4,1,2,5,2,20300.0,4,69,32-00405,1,1,44,2,2,2,2,N,1,2590,2,4,60000.0,7,279,53.84615384615385
568,25,2,2,2,2,N,9,0,1,8191,12,6,0,N,2,22000.0,4,168,26-02702,1,1,66,2,2,2,2,N,1,8290,0,N,40220.0,6,333,61.53846153846154
569,48,2,2,2,2,N,9,0,1,6290,7,1,1,11,1,0.0,0,501,24-01004,2,1,50,2,2,2,2,N,1,6290,1,3,45000.0,5,234,61.53846153846154
570,70,2,2,1,2,N,5,0,1,N,N,2,0,3,2,0.0,0,0,17-03531,2,1,78,2,2,2,2,N,1,N,2,5,8000.0,2,162,46.15384615384615
571,59,2,2,2,2,N,4,0,1,3291,4,1,0,2,1,48000.0,6,501,36-04010,2,1,46,2,2,2,2,N,1,3980,1,5,69000.0,7,338,46.15384615384615
572,76,2,2,1,2,N,6,2,1,N,N,3,0,2,2,9000.0,2,148,36-03710,2,2,55,2,2,2,2,N,1,N,0,3,10300.0,2,188,61.53846153846154
573,16,2,2,2,2,N,4,0,1,7860,11,6,2,3,2,3000.0,1,482,29-01901,2,2,74,2,2,2,2,N,1,7870,0,N,13500.0,3,110,46.15384615384615
574,76,2,2,2,2,N,10,0,1,7390,10,3,0,N,1,65400.0,7,495,51-01301,1,1,44,2,2,2,2,N,1,7290,0,N,198000.0,9,501,61.53846153846154
575,68,2,2,2,2,N,11,0,1,9370,16,1,0,2,1,162000.0,9,501,26-02702,1,2,30,2,2,2,2,N,1,9490,1,3,100000.0,9,501,61.53846153846154
576,35,2,2,2,2,N,5,1,1,770,3,1,2,4,1,34600.0,5,259,32-00405,8,1,35,2,2,2,2,N,1,770,4,6,70000.0,8,205,61.53846153846154
577,23,2,2,2,2,N,9,0,1,7580,10,6,0,2,1,42000.0,6,501,06-08507,6,2,45,2,2,2,2,N,1,7380,1,2,100000.0,8,501,61.53846153846154
578,50,2,2,2,2,N,8,0,1,7380,10,1,1,3,1,70000.0,7,487,51-51255,1,1,48,2,2,2,2,N,1,7380,0,2,175000.0,9,501,53.84615384615385
579,22,2,2,2,2,N,9,0,1,7890,11,6,0,N,2,35000.0,5,266,17-03529,1,1,23,2,2,2,2,N,1,7870,0,N,30000.0,5,228,69.23076923076923
580,29,2,2,2,2,N,7,0,1,7860,11,6,0,N,2,6300.0,2,30,51-01301,2,2,29,2,2,2,2,N,1,7860,0,N,32000.0,5,244,76.92307692307693
581,29,2,2,2,2,N,9,0,1,7860,11,1,0,2,2,10000.0,2,230,06-07502,1,2,50,2,2,2,2,N,1,7870,3,5,52500.0,6,291,46.15384615384615
582,56,2,2,1,2,N,3,0,1,N,N,4,0,N,2,9600.0,2,72,01-01301,2,2,53,2,2,1,2,N,1,N,0,N,9500.0,2,71,76.92307692307693
583,61,2,1,1,1,N,4,2,1,N,N,4,0,N,2,12800.0,3,99,36-03710,8,2,56,2,2,1,1,N,1,N,0,N,9300.0,2,70,61.53846153846154
584,57,2,2,1,2,N,4,0,1,7860,11,1,0,2,1,10000.0,3,97,40-00200,1,2,56,1,2,2,2,N,1,7860,0,2,17200.0,4,294,53.84615384615385
585,63,2,2,2,2,N,12,4,1,7870,11,1,0,2,1,8000.0,2,258,17-03529,1,2,63,2,2,2,2,N,1,7870,0,2,56800.0,7,501,76.92307692307693
586,57,2,2,2,2,N,7,0,1,7890,11,4,0,2,1,14000.0,2,286,38-00100,1,2,64,2,2,2,2,N,1,7860,0,N,9000.0,2,68,61.53846153846154
587,39,2,2,2,2,N,11,0,1,8090,12,1,2,4,2,44400.0,6,371,17-03529,2,2,44,2,2,2,2,N,1,8191,1,3,255120.0,9,501,46.15384615384615
588,62,2,2,2,2,N,6,0,1,4880,6,1,0,2,1,45000.0,7,398,40-00200,1,2,54,2,2,2,2,N,1,5391,0,2,15000.0,3,258,61.53846153846154
589,68,2,2,1,2,N,5,0,1,N,N,1,0,4,2,10800.0,2,501,06-07502,1,2,68,2,2,2,2,N,1,N,0,4,51800.0,6,435,69.23076923076923
590,45,2,2,2,2,N,10,0,1,8570,14,4,0,N,1,33000.0,5,242,51-51255,1,2,46,2,2,2,2,N,1,8570,0,N,146000.0,9,501,69.23076923076923
591,21,2,2,2,2,N,4,0,1,7870,11,6,0,N,2,15000.0,3,113,17-03529,2,1,17,2,2,2,2,N,1,7860,0,3,4400.0,1,28,53.84615384615385
592,26,2,2,2,2,N,10,0,1,5170,6,6,0,N,2,144200.0,9,501,06-07502,6,2,29,2,2,2,2,N,1,5593,0,N,120000.0,9,501,76.92307692307693
593,29,2,2,2,2,N,4,0,1,490,1,1,1,3,1,163000.0,9,501,30-00600,1,1,27,2,2,2,2,N,1,490,1,3,82000.0,9,501,84.61538461538461
594,21,2,2,2,2,N,5,0,1,8680,14,6,0,N,2,12000.0,2,90,17-03529,1,2,21,2,1,1,2,N,1,8680,0,2,34800.0,5,258,53.84615384615385
595,29,2,2,2,2,N,10,0,1,7390,10,6,0,N,2,230000.0,9,501,06-07502,9,1,33,2,2,2,2,N,1,7380,0,N,83000.0,8,501,69.23076923076923
596,28,2,2,2,2,N,7,0,1,8680,14,6,0,N,2,24000.0,5,174,28-01100,1,1,24,2,2,2,2,N,1,8680,0,N,6400.0,2,48,69.23076923076923
597,26,2,2,2,2,N,5,0,1,9920,18,6,0,5,1,0.0,0,244,01-01301,2,2,56,2,2,2,2,N,1,9920,0,3,0.0,0,181,76.92307692307693
598,35,2,2,2,2,N,9,0,1,490,1,6,0,N,1,85000.0,9,501,30-00600,1,1,33,2,2,2,2,N,1,380,0,N,85000.0,9,501,84.61538461538461
599,61,2,2,2,2,N,6,0,1,N,N,5,0,N,2,0.0,0,0,17-03529,2,2,78,2,2,1,2,N,1,N,0,N,9200.0,2,76,61.53846153846154
600,54,2,2,2,2,N,4,0,1,6270,7,6,0,N,2,42000.0,6,319,38-00100,1,1,21,2,2,2,2,N,1,6170,1,4,72000.0,8,501,46.15384615384615
601,45,2,2,2,2,N,7,0,1,8170,12,4,3,4,2,25000.0,4,281,38-00100,1,2,58,2,1,2,2,N,1,8270,0,3,30000.0,4,222,46.15384615384615
602,20,2,2,2,2,N,5,0,1,8680,14,6,0,4,1,4800.0,1,501,26-02702,1,2,20,2,2,2,2,N,1,8680,0,4,12310.0,3,501,84.61538461538461
603,27,2,2,2,2,N,9,0,1,9680,17,1,0,2,1,78000.0,7,473,51-51255,1,1,27,2,2,2,2,N,1,9680,0,2,98000.0,8,501,76.92307692307693
604,21,2,2,2,2,N,7,0,1,5470,6,6,1,3,1,7200.0,2,501,17-03529,1,1,20,2,2,2,2,N,1,5180,0,N,3000.0,1,22,46.15384615384615
605,51,2,2,2,2,N,5,0,1,N,N,6,0,6,1,14000.0,3,401,32-00405,6,1,18,2,2,2,2,N,1,N,2,5,0.0,0,154,53.84615384615385
606,23,2,2,2,2,N,6,0,1,770,3,6,0,N,2,20000.0,3,183,17-03529,2,1,24,2,2,2,2,N,1,770,0,3,9000.0,2,274,61.53846153846154
607,39,2,2,2,2,N,5,0,1,8680,14,1,1,3,1,24000.0,4,501,51-01301,6,2,39,2,2,2,2,N,1,8680,1,3,35000.0,5,287,76.92307692307693
608,27,2,2,2,2,N,8,0,1,8680,14,6,1,4,2,16500.0,3,171,29-01901,2,1,48,2,2,2,2,N,1,8680,0,3,7740.0,2,262,53.84615384615385
609,48,2,2,2,2,N,10,0,1,6190,7,1,1,3,2,75000.0,7,501,51-01301,1,1,67,2,2,2,2,N,1,6090,0,2,166000.0,9,501,53.84615384615385
610,6,2,2,2,2,N,3,0,1,N,N,N,1,3,1,N,N,406,29-01901,1,2,12,2,2,2,2,N,1,N,1,2,N,N,437,76.92307692307693
611,41,2,2,2,1,N,5,0,3,N,N,6,N,N,0,0.0,0,0,51-01301,1,1,73,2,2,1,1,N,2,N,N,N,15100.0,3,N,53.84615384615385
612,17,2,2,2,2,N,4,0,1,N,N,6,1,3,2,0.0,0,91,29-01901,1,2,15,2,2,2,2,N,1,N,1,2,0.0,0,123,76.92307692307693
613,3,2,2,N,N,N,1,0,1,N,N,N,2,4,1,N,N,501,17-03529,1,2,4,2,2,N,N,N,1,N,2,4,N,N,438,84.61538461538461
614,58,2,2,2,2,N,5,0,1,370,1,2,1,3,2,38000.0,5,304,38-00100,1,1,66,2,2,2,2,N,1,490,0,N,110500.0,9,501,46.15384615384615
615,55,2,2,2,2,N,10,0,1,7860,11,3,1,3,1,19500.0,4,137,01-01301,2,2,81,2,2,1,2,N,1,7860,0,N,3820.0,1,31,46.15384615384615
616,29,2,2,2,2,N,6,0,1,8191,12,6,0,3,1,24000.0,4,372,17-03531,2,2,62,2,2,2,2,N,1,8290,0,2,49800.0,6,501,53.84615384615385
617,31,2,2,2,2,N,9,0,1,770,3,1,2,4,1,181000.0,9,501,06-08507,6,1,42,2,2,2,2,N,1,770,2,4,134000.0,9,501,84.61538461538461
618,66,2,2,2,2,N,11,0,1,9470,16,4,0,N,1,148000.0,9,501,51-01301,1,2,37,2,2,2,2,N,1,9590,1,2,140000.0,9,501,61.53846153846154
619,45,2,2,2,2,N,3,4,1,N,N,4,1,2,2,0.0,0,129,36-03710,2,2,66,2,2,2,2,N,1,N,0,2,9400.0,2,234,61.53846153846154
620,58,1,1,2,2,N,10,4,1,9170,15,6,0,2,1,216000.0,9,501,24-01004,1,2,59,2,2,2,2,N,1,9170,0,2,79000.0,7,501,61.53846153846154
621,59,2,2,2,2,N,7,0,1,9290,15,1,0,2,2,18000.0,3,137,30-00600,1,2,31,2,2,2,2,N,1,9170,1,3,630.0,1,150,46.15384615384615
622,32,2,2,2,2,N,8,0,1,7380,10,6,0,N,2,35000.0,6,264,13-04600,2,1,62,2,1,2,2,N,1,7390,0,N,2640.0,1,20,53.84615384615385
623,70,2,2,2,2,N,5,0,1,N,N,4,0,N,2,18800.0,3,150,36-04010,2,1,71,2,2,2,2,N,1,N,0,N,11000.0,2,89,69.23076923076923
624,6,2,2,2,2,N,1,0,1,N,N,N,0,4,1,N,N,N,01-01301,2,2,4,2,2,N,N,N,1,N,0,5,N,N,115,61.53846153846154
625,5,2,2,2,1,N,1,0,1,N,N,N,5,6,2,N,N,55,38-00100,3,2,4,2,2,N,N,N,1,N,2,5,N,N,265,53.84615384615385
626,54,2,2,2,2,N,6,0,1,6870,9,1,1,3,2,50000.0,6,501,06-07502,6,1,56,2,2,2,2,N,1,6870,0,3,39500.0,5,501,69.23076923076923
627,32,2,2,2,2,N,4,0,3,5391,6,6,N,N,0,0.0,0,0,36-03710,2,2,24,2,2,2,2,N,3,5381,N,N,6870.0,2,52,61.53846153846154
